,vin,cyclenum,date,end_time,state,odometer,min_soc,max_soc,start_voltage,end_voltage,ah_consumed,temp,month,up_y,low_y,to_be_taken
44,MB7U8CLLTKJL30555,622,2020-12-17,2020-12-17 15:11:08,21,20007.0,84.5,100.0,3.36,3.37,20.45,32.5,12-2020,33.789292584798375,13.789292584798371,True
45,MB7U8CLLTKJL30555,624,2020-12-18,2020-12-18 09:30:30,21,20079.0,81.6,100.0,3.36,3.37,25.289999999999992,33.7,12-2020,33.69594050402206,13.695940504022062,True
46,MB7U8CLLTKJL30555,648,2020-12-26,2020-12-26 09:21:42,21,20708.0,88.2,100.0,3.36,3.37,15.150000000000002,29.4,12-2020,32.880406353906785,12.880406353906785,True
47,MB7U8CLLTKJL30555,652,2020-12-27,2020-12-27 08:21:49,21,20805.0,82.9,100.0,3.36,3.38,25.540000000000006,33.2,12-2020,32.75464035619426,12.754640356194255,True
48,MB7U8CLLTKJL30555,662,2020-12-30,2020-12-30 08:41:17,21,21105.0,83.5,100.0,3.36,3.37,21.379999999999995,31.8,12-2020,32.365673352959625,12.365673352959625,True
49,MB7U8CLLTKJL30555,666,2020-12-31,2020-12-31 14:04:12,21,21213.0,83.7,100.0,3.36,3.38,22.37,36.6,12-2020,32.225645231795156,12.22564523179516,True
50,MB7U8CLLTKJL30555,670,2021-01-02,2021-01-02 09:25:08,21,21348.0,81.1,100.0,3.36,3.36,24.590000000000003,29.2,1-2021,32.05061008033958,12.050610080339577,True
51,MB7U8CLLTKJL30555,671,2021-01-02,2021-01-02 14:37:09,21,21385.0,84.5,100.0,3.36,3.37,21.24,35.7,1-2021,32.00263748327397,12.002637483273972,True
52,MB7U8CLLTKJL30555,672,2021-01-03,2021-01-03 08:37:53,21,21414.0,78.9,100.0,3.36,3.37,26.92,29.0,1-2021,31.96503733962796,11.965037339627958,True
53,MB7U8CLLTKJL30555,673,2021-01-03,2021-01-03 14:55:00,21,21433.0,88.2,100.0,3.36,3.37,15.060000000000002,32.9,1-2021,31.94040276275643,11.940402762756431,True
55,MB7U8CLLTKJL30555,679,2021-01-05,2021-01-05 14:11:09,21,21561.0,86.0,100.0,3.36,3.36,19.53,36.5,1-2021,31.77444350804299,11.774443508042989,True
56,MB7U8CLLTKJL30555,680,2021-01-06,2021-01-06 08:30:09,21,21609.0,81.7,100.0,3.36,3.37,23.29,32.5,1-2021,31.712208787525448,11.712208787525448,True
57,MB7U8CLLTKJL30555,681,2021-01-06,2021-01-06 13:30:48,21,21631.0,85.5,100.0,3.36,3.37,18.67,34.9,1-2021,31.683684540621574,11.683684540621574,True
58,MB7U8CLLTKJL30555,693,2021-01-12,2021-01-13 07:25:25,21,22016.0,72.2,100.0,3.36,3.37,28.099999999999994,37.2,1-2021,31.1845102198038,11.184510219803801,True
59,MB7U8CLLTKJL30555,701,2021-01-17,2021-01-17 10:23:45,21,22284.0,78.5,100.0,3.36,3.36,26.720000000000006,34.1,1-2021,30.837033030247532,10.837033030247532,True
60,MB7U8CLLTKJL30555,712,2021-01-22,2021-01-22 08:59:15,21,22613.0,81.5,100.0,3.36,3.36,24.750000000000007,33.0,1-2021,30.410465883366886,10.410465883366886,True
61,MB7U8CLLTKJL30555,713,2021-01-22,2021-01-22 15:55:00,21,22670.0,84.4,100.0,3.36,3.36,22.28,40.9,1-2021,30.336562152752307,10.336562152752307,True
62,MB7U8CLLTKJL30555,728,2021-01-28,2021-01-28 14:46:28,21,23072.0,84.5,100.0,3.36,3.36,18.459999999999997,33.5,1-2021,29.815346368417902,9.815346368417902,True
63,MB7U8CLLTKJL30555,735,2021-01-31,2021-01-31 09:29:13,21,23227.0,80.4,100.0,3.36,3.36,26.41,33.0,1-2021,29.614380083413344,9.614380083413344,True
64,MB7U8CLLTKJL30555,740,2021-02-02,2021-02-02 14:03:22,21,23340.0,86.9,100.0,3.36,3.36,17.979999999999997,36.2,2-2021,29.467869178861633,9.467869178861633,True
65,MB7U8CLLTKJL30555,745,2021-02-03,2021-02-03 14:58:25,21,23454.0,83.8,100.0,3.36,3.36,19.529999999999998,37.9,2-2021,29.320061717632473,9.320061717632473,True
66,MB7U8CLLTKJL30555,755,2021-02-07,2021-02-07 08:44:14,21,23737.0,83.0,100.0,3.36,3.38,23.449999999999996,32.4,2-2021,28.953136177914473,8.953136177914473,True
67,MB7U8CLLTKJL30555,758,2021-02-07,2021-02-08 00:10:56,21,23822.0,82.8,100.0,3.36,3.36,25.17,38.7,2-2021,28.84292886033133,8.84292886033133,True
