vin,soh

'MB7U8CLLTKJL30643',85.19115613148973
'MB7U8CLLTKJL30643',85.19115613148973
'MB7U8CLLTKJL30555',80.80733059089293
'MB7U8CLLTKJL30643',85.19115613148973
'MB7U8CLLTKJL30555',80.80733059089293
